keyword_id	keyword_name	movie_count	assigned_moods	assignment_type	confidence	short_reason
3734	ambition	143	Interested	single	medium	drive and determination
6951	biker	143	Uncategorized	none	low	motorcycle culture (low-conf Interested removed)
14707	brutality	143	Disgusted,Afraid,Angry	multi	high	extreme violence
1968	prisoner of war	142	Sad,Afraid	multi	high	wartime captivity
2389	virgin	142	Uncategorized	none	medium	sexual status
2526	human animal relationship	142	Uncategorized	none	low	interspecies bond (low-conf Interested removed) (low-conf Happy removed)
14530	director	142	Interested	single	medium	craft/filmmaking role fits curiosity rather than affect
164698	boyfriend girlfriend relationship	142	Happy,Sad	multi	low	romantic bond (low-conf Happy removed)
325809	enthusiastic	142	Happy	single	high	direct energy descriptor
2604	babysitter	141	Uncategorized	none	low	childcare, often horror context
5572	fistfight	141	Angry	single	medium	physical combat
14737	economics	141	Uncategorized	none	low	social science (low-conf Interested removed)
33928	audition	141	Uncategorized	none	low	performance tryout (low-conf Interested removed)
160175	alps mountains	141	Uncategorized	none	low	geographic feature (low-conf Interested removed)
179882	romania	141	Uncategorized	none	high	country tag
190742	solitude	141	Sad	single	medium	being alone
211505	wildlife conservation	141	Sad	single	medium	species protection
238508	environmental issues	141	Interested,Sad,Angry	multi	medium	ecological problems
3363	hypnosis	140	Interested,Afraid	multi	medium	mind control technique
3864	fake identity	140	Interested,Surprised	multi	medium	deceptive persona
6563	wine	140	Uncategorized	none	medium	beverage
9639	playboy	140	Uncategorized	none	medium	lifestyle descriptor
10616	urban	140	Uncategorized	none	medium	setting
11199	undercover cop	140	Interested,Afraid	multi	medium	covert law enforcement
12094	business	140	Interested	single	medium	industry/professional tag aligns with curiosity
165493	puppet show	140	Uncategorized	none	low	children's entertainment (low-conf Happy removed)
213473	algerian war (1954-62)	140	Sad,Afraid,Angry	multi	high	colonial conflict
214780	courtroom drama	140	Interested	single	medium	legal proceedings
262235	hiv/aids epidemic	140	Sad	single	high	devastating health crisis
325807	enchant	140	Happy,Surprised	multi	medium	magical charm descriptor
325812	exhilarated	140	Happy	single	high	direct excitement descriptor
2564	wheelchair	139	Sad	single	low	disability (low-conf Interested removed)
3762	darkness	139	Sad,Afraid	multi	medium	absence of light, foreboding
4562	rapper	139	Uncategorized	none	low	music performer (low-conf Happy removed)
5756	man woman relationship	139	Happy,Sad	multi	medium	generic relationship
10738	diner	139	Uncategorized	none	medium	setting
163070	burlesque	139	Uncategorized	none	low	theatrical entertainment (low-conf Interested removed) (low-conf Happy removed)
178873	skateboarder	139	Uncategorized	none	low	youth sport (low-conf Happy removed)
193030	instructional video	139	Uncategorized	none	low	educational content (low-conf Interested removed)
226774	father son conflict	139	Sad	single	high	familial strife
236458	magician	139	Happy,Surprised	multi	medium	magic performer
240462	musical comedy	139	Happy	single	medium	comedic musical
286194	period piece	139	Interested	single	medium	historical setting
310324	car	139	Uncategorized	none	medium	vehicle
248	date	138	Happy,Sad	multi	low	romantic outing (low-conf Happy removed)
2884	asylum	138	Sad,Afraid	multi	high	mental institution
3394	identity crisis	138	Interested,Sad	multi	medium	self-doubt
4833	royal family	138	Uncategorized	none	low	ruling dynasty (low-conf Interested removed)
6148	court	138	Uncategorized	none	low	legal setting (low-conf Interested removed)
10703	tragic love	138	Sad	single	high	doomed romance
14736	motorcycle gang	138	Afraid,Angry	multi	medium	criminal bikers
18256	spiritual	138	Happy	single	low	inner journey (low-conf Interested removed)
156578	newlywed	138	Happy,Sad	multi	medium	recently married
158126	creature feature	138	Afraid	single	medium	monster movie, fun horror
179418	hollywood star	138	Uncategorized	none	low	celebrity (low-conf Interested removed)
186782	discrimination	138	Angry	single	high	prejudicial treatment, anger primary
234662	hand drawn animation	138	Uncategorized	none	high	production technique
272745	screenlife	138	Uncategorized	none	low	screen-based format (low-conf Interested removed)
315053	critical	138	Uncategorized	none	low	analytical quality (low-conf Interested removed)
365784	faux documentary	138	Interested,Surprised	multi	medium	fictional documentary
345	monk	137	Uncategorized	none	low	religious figure (low-conf Interested removed)
919	smoking	137	Uncategorized	none	medium	habit
1815	atomic bomb	137	Sad,Afraid,Angry	multi	high	nuclear weapon
2217	rain	137	Uncategorized	none	medium	weather
5498	lsd	137	Interested,Surprised	multi	medium	psychedelic drug
10791	teenage crush	137	Happy,Sad	multi	medium	youthful infatuation
10983	anthropology	137	Interested	single	medium	cultural study
11677	secretary	137	Uncategorized	none	medium	occupation
14527	storm	137	Uncategorized	none	medium	dangerous weather
33671	german shepherd	137	Uncategorized	none	medium	animal breed
156104	stranger	137	Interested,Afraid	multi	medium	unknown person, potential threat
162810	macabre	137	Disgusted,Afraid	multi	high	death-obsessed horror
164400	labor union	137	Interested,Angry	multi	medium	workers' rights
210458	creepy	137	Disgusted,Afraid	multi	high	unsettling quality
264792	political	137	Uncategorized	none	low	broad political tag (low-conf Interested removed)
325772	assertive	137	Uncategorized	none	low	confidence descriptor (low-conf Interested removed)
1384	diamond	136	Uncategorized	none	medium	object
2726	therapist	136	Interested	single	medium	mental health professional
4543	thanksgiving	136	Happy	single	high	holiday celebration
5895	vikings (norsemen)	136	Interested	single	medium	Norse warriors
7021	pakistan	136	Uncategorized	none	high	country tag
9986	crush	136	Happy,Sad	multi	medium	romantic infatuation
10144	antisemitism	136	Disgusted,Angry	multi	high	anti-Jewish hatred
10329	wealth	136	Uncategorized	none	low	economic status (low-conf Interested removed)
165402	semi autobiographical	136	Uncategorized	none	high	narrative type
208798	trans woman	136	Sad	single	high	identity tag
229777	expert opinion	136	Uncategorized	none	low	authoritative perspective (low-conf Interested removed)
252204	revenge thriller	136	Afraid,Angry	multi	high	retribution suspense
261274	dracula	136	Afraid	single	high	iconic vampire
1963	expedition	135	Interested,Afraid	multi	medium	exploration journey
3012	court case	135	Interested	single	medium	legal proceedings
4410	u.s. navy	135	Uncategorized	none	low	military branch (low-conf Interested removed)
11454	scam	135	Interested,Angry	multi	medium	fraudulent scheme
175428	adventurer	135	Happy,Interested	multi	medium	explorer figure
180340	voyeur	135	Disgusted	single	medium	invasive watcher, disgust primary
184352	rape and revenge	135	Disgusted,Afraid,Angry	multi	high	sexual violence retribution
192279	usa history	135	Uncategorized	none	low	historical focus (low-conf Interested removed)
241930	adolf hitler	135	Disgusted,Afraid,Angry	multi	high	fascist dictator
332	insect	134	Disgusted	single	medium	bug, often repulsive
699	love at first sight	134	Happy,Surprised	multi	high	instant romantic connection
1680	boston, massachusetts	134	Uncategorized	none	high	setting
2710	fairy	134	Happy,Surprised	multi	medium	magical creature
4654	undercover agent	134	Interested,Afraid	multi	medium	covert operative
5828	yoga	134	Uncategorized	none	low	wellness practice (low-conf Interested removed) (low-conf Happy removed)
11722	male prostitution	134	Sad,Disgusted	multi	medium	exploitation
18425	teenage love	134	Happy,Sad	multi	medium	young romance
33513	desire	134	Happy,Sad	multi	low	longing (low-conf Interested removed) (low-conf Happy removed)
156948	missing child	134	Sad,Afraid	multi	high	child disappearance
167316	buddy cop	134	Happy,Interested	multi	medium	comedic police partnership
251150	cultural identity	134	Interested	single	medium	heritage exploration
304976	romantic drama	134	Happy,Sad	multi	medium	love with conflict
2299	abusive father	133	Sad,Afraid,Angry	multi	high	parental violence
2864	one-night stand	133	Happy,Sad	multi	medium	sexual encounter
3436	karate	133	Interested	single	medium	martial art
4676	whale	133	Uncategorized	none	low	marine animal (low-conf Interested removed)
6024	sculpture	133	Uncategorized	none	low	art form (low-conf Interested removed)
8250	victorian england	133	Uncategorized	none	medium	historical setting
10542	based on toy	133	Uncategorized	none	high	source material tag
11869	mistress	133	Sad,Angry	multi	medium	extramarital lover
33699	policeman	133	Uncategorized	none	low	law enforcement (low-conf Interested removed)
192913	warrior	133	Interested,Afraid	multi	medium	fighter
240494	marine life	133	Uncategorized	none	low	ocean biology (low-conf Interested removed)
282997	city	133	Uncategorized	none	medium	setting
325801	distressing	133	Sad,Afraid	multi	high	direct emotional pain descriptor
587	amsterdam, netherlands	132	Uncategorized	none	high	setting
2038	love of one's life	132	Happy,Sad	multi	medium	deep romantic bond
2350	seattle, washington	132	Uncategorized	none	high	setting
2946	presidential election	132	Interested	single	medium	political process
4809	tiger	132	Uncategorized	none	low	predator (low-conf Interested removed)
10327	undead	132	Disgusted,Afraid	multi	high	reanimated dead
33640	democracy	132	Uncategorized	none	low	political system (low-conf Interested removed)
187305	peplum	132	Uncategorized	none	low	historical epic genre (low-conf Interested removed)
230318	live theatre	132	Uncategorized	none	low	stage performance (low-conf Interested removed)
416	miami, florida	131	Uncategorized	none	high	setting
13129	execution	131	Sad,Disgusted,Afraid	multi	high	state killing
156137	music history	131	Interested	single	medium	musical heritage
171453	art history	131	Uncategorized	none	low	cultural study (low-conf Interested removed)
173919	punk band	131	Angry	single	medium	rebellious music
193048	christmas spirit	131	Happy	single	high	holiday warmth
268054	night	131	Uncategorized	none	medium	time of day
317819	french	131	Uncategorized	none	high	nationality tag
458	hippie	130	Happy	single	low	counterculture (low-conf Interested removed) (low-conf Happy removed)
6305	pollution	130	Sad,Disgusted,Angry	multi	high	environmental damage
33705	agent	130	Afraid	single	low	operative (low-conf Interested removed)
159909	veteran	130	Interested,Sad	multi	medium	post-service experience
162804	sexual awakening	130	Interested	single	low	coming-of-age sexuality (low-conf Interested removed)
167696	healing	130	Happy,Sad	multi	medium	recovery process
191527	phone call	130	Afraid	single	medium	communication
238137	mysterious events	130	Interested,Afraid	multi	medium	unexplained occurrences
248301	song	130	Uncategorized	none	low	musical piece (low-conf Happy removed)
271672	water	130	Uncategorized	none	medium	element
240	underdog	129	Happy,Interested	multi	high	overcoming odds
992	bus	129	Uncategorized	none	medium	transport
1468	child murder	129	Sad,Disgusted,Afraid,Angry	multi	high	killing of children
1547	mexico city, mexico	129	Uncategorized	none	high	setting
3134	louisiana	129	Uncategorized	none	high	geographic tag
4412	grandfather	129	Uncategorized	none	low	elderly family figure (low-conf Happy removed)
12617	airplane crash	129	Sad,Afraid	multi	high	aviation disaster
162757	singing cowboy	129	Uncategorized	none	low	western musical archetype (low-conf Happy removed)
169055	national basketball association (nba)	129	Uncategorized	none	low	sport league (low-conf Interested removed) (low-conf Happy removed)
208152	pets	129	Happy	single	medium	companion animals
210614	monster movie	129	Afraid	single	medium	creature film
215959	cosmic horror	129	Disgusted,Afraid	multi	high	Lovecraftian existential dread
233981	formula one (f1)	129	Happy,Interested	multi	medium	motor racing
338226	anthropomorphic	129	Happy	single	low	human-like non-humans (low-conf Happy removed)
839	planet mars	128	Interested	single	medium	space exploration
4931	pig	128	Uncategorized	none	medium	animal
155490	disco	128	Happy	single	medium	dance music era
155497	truck driver	128	Uncategorized	none	medium	occupation
173242	modeling	128	Uncategorized	none	medium	profession
296071	experimental documentary	128	Interested,Surprised	multi	medium	unconventional doc
1690	belgium	127	Uncategorized	none	high	country tag
10453	con artist	127	Interested	single	medium	trickster
11687	breaking the fourth wall	127	Interested,Surprised	multi	medium	meta narrative device
157954	progressive rock	127	Uncategorized	none	low	music subgenre (low-conf Interested removed)
250883	french music	127	Uncategorized	none	medium	cultural music tag
277050	bar	127	Uncategorized	none	medium	setting
345513	biographical	127	Interested	single	medium	life story
641	single parent	126	Happy,Sad	multi	low	parental struggle (low-conf Happy removed)
960	homeless person	126	Sad	single	high	destitution
5827	hiking	126	Afraid	single	low	outdoor activity (low-conf Interested removed) (low-conf Happy removed)
7066	sex education	126	Uncategorized	none	low	sexual health topic (low-conf Interested removed)
33344	bandit	126	Interested,Afraid	multi	medium	outlaw figure
40879	drunk	126	Happy,Sad	multi	low	intoxication (low-conf Happy removed)
155262	threesome	126	Interested	single	medium	sexual arrangement
157213	death of mother	126	Sad	single	high	maternal loss
245742	lucha libre	126	Happy	single	low	Mexican wrestling (low-conf Interested removed) (low-conf Happy removed)
251513	supernatural power	126	Surprised,Afraid	multi	medium	paranormal abilities
295902	actress	126	Uncategorized	none	medium	profession
640	transvestite	125	Happy,Surprised	multi	medium	gender expression
837	show business	125	Happy,Sad	multi	low	entertainment industry (low-conf Interested removed)
2105	garden	125	Uncategorized	none	low	peaceful setting (low-conf Happy removed)
6162	past	125	Uncategorized	none	low	temporal reference (low-conf Interested removed)
6964	tribute	125	Uncategorized	none	low	memorial honor (low-conf Interested removed)
9895	kenya	125	Uncategorized	none	high	country tag
10939	holocaust (shoah) survivor	125	Sad	single	high	survival after genocide
15199	rabbit	125	Uncategorized	none	low	cute animal (low-conf Happy removed)
34118	retrospective	125	Interested	single	medium	looking back
155841	gambler	125	Interested,Afraid	multi	medium	risk-taker
202519	j-pop	125	Uncategorized	none	low	Japanese pop music (low-conf Happy removed)
209882	exercise and fitness	125	Uncategorized	none	low	physical health (low-conf Happy removed)
223823	no budget	125	Uncategorized	none	high	production category
242164	scientific research	125	Interested	single	medium	knowledge pursuit
325825	horrified	125	Disgusted,Afraid	multi	high	direct horror descriptor
110	venice, italy	124	Uncategorized	none	high	setting
732	coma	124	Sad,Afraid	multi	high	unconsciousness
1842	village life	124	Uncategorized	none	low	rural setting (low-conf Interested removed)
3391	drug smuggling	124	Afraid,Angry	multi	high	narcotics trafficking
3588	navy	124	Uncategorized	none	low	military branch (low-conf Interested removed)
3658	career	124	Uncategorized	none	medium	professional life
5927	violence against women	124	Sad,Disgusted,Angry	multi	high	gendered violence
6085	election campaign	124	Interested	single	medium	political process
164186	character study	124	Interested	single	medium	deep psychological portrait
194998	curious	124	Interested	single	high	direct curiosity descriptor
197623	free climbing	124	Interested,Afraid	multi	medium	extreme sport
214655	absurdism	124	Happy,Surprised	multi	medium	philosophical humor
222243	based on anime	124	Uncategorized	none	high	source material tag
325818	frightened	124	Afraid	single	high	direct fear descriptor
730	factory worker	123	Uncategorized	none	low	working class (low-conf Interested removed)
1209	wales	123	Uncategorized	none	high	geographic tag
1589	sniper	123	Afraid	single	high	precision killer
2676	honeymoon	123	Happy	single	high	romantic trip
2913	diary	123	Interested	single	low	personal writing (low-conf Interested removed)
3450	bridge	123	Uncategorized	none	medium	structure
4516	romantic rivalry	123	Sad,Angry	multi	medium	love competition
5571	great depression	123	Sad	single	high	economic devastation
11268	psychologist	123	Interested	single	medium	mental health professional
15086	advertising	123	Uncategorized	none	low	commercial industry (low-conf Interested removed)
155759	horse racing	123	Uncategorized	none	low	equestrian sport (low-conf Interested removed) (low-conf Happy removed)
157894	ancient egypt	123	Interested	single	medium	historical civilization
171676	school shooting	123	Sad,Afraid,Angry	multi	high	mass violence at school
171993	mumblecore	123	Uncategorized	none	low	indie film movement (low-conf Interested removed)
232421	joseon dynasty (1392–1910)	123	Uncategorized	none	low	Korean historical era (low-conf Interested removed)
283800	docufiction	123	Interested	single	medium	documentary-fiction blend
1667	pimp	122	Disgusted,Angry	multi	medium	exploitation figure
3451	housewife	122	Sad	single	low	domestic role (low-conf Interested removed)
4560	mountaineer	122	Interested,Afraid	multi	medium	extreme climber
6009	mathematics	122	Interested	single	medium	academic discipline
14794	lust	122	Disgusted	single	medium	sexual desire
156117	illegal drugs	122	Sad,Disgusted	multi	medium	narcotics
179585	american civil war	122	Sad	single	high	armed conflict
325813	exuberant	122	Happy	single	high	direct joy descriptor
269	diving	121	Uncategorized	none	low	water sport (low-conf Interested removed)
1582	saloon	121	Uncategorized	none	medium	setting
4278	invasion	121	Afraid,Angry	multi	high	hostile attack
4433	conversation	121	Uncategorized	none	low	dialogue (low-conf Interested removed)
10891	giant robot	121	Interested	single	medium	mecha
14712	young woman	121	Uncategorized	none	medium	demographic tag
273879	sherlock holmes	121	Interested	single	medium	detective fiction
5455	time machine	120	Interested,Surprised	multi	medium	time travel device
9743	stranded	120	Sad,Afraid	multi	medium	isolation and danger
11093	parenthood	120	Happy,Sad	multi	medium	raising children
18047	anger	120	Angry	single	high	direct emotion descriptor
155722	teen comedy	120	Happy	single	high	youth humor
240422	wonder	120	Happy,Surprised	multi	high	direct awe descriptor
275157	homosexuality	120	Uncategorized	none	high	identity tag
299885	unam	120	Uncategorized	none	high	institution tag
1919	mayor	119	Uncategorized	none	low	political figure (low-conf Interested removed)
2161	mouse	119	Uncategorized	none	low	small animal (low-conf Happy removed)
2394	ghetto	119	Sad,Angry	multi	medium	impoverished area
3741	talk show	119	Uncategorized	none	low	entertainment format (low-conf Interested removed) (low-conf Happy removed)
5769	global warming	119	Sad,Afraid,Angry	multi	high	climate crisis
10028	steampunk	119	Interested,Surprised	multi	medium	retro-futuristic genre
10506	prehistory	119	Interested	single	medium	ancient era
14783	false accusations	119	Afraid,Angry	multi	high	wrongful blame
18266	south america	119	Uncategorized	none	high	geographic tag
157286	gold digger	119	Angry	single	medium	exploitative person
187196	french colonialism	119	Sad,Angry	multi	high	colonial oppression
196683	operetta	119	Uncategorized	none	low	light opera (low-conf Happy removed)
204009	tourism	119	Uncategorized	none	low	travel (low-conf Interested removed) (low-conf Happy removed)
241317	health documentary	119	Interested,Sad	multi	medium	medical awareness
285275	colombia	119	Uncategorized	none	high	country tag
295702	death game	119	Disgusted,Afraid	multi	high	survival murder contest
1731	writing	118	Uncategorized	none	low	creative craft (low-conf Interested removed)
7492	serbia	118	Uncategorized	none	high	country tag
9685	futuristic	118	Interested	single	medium	sci-fi setting
155800	atmospheric	118	Uncategorized	none	low	mood/tone descriptor (low-conf Interested removed)
157701	psychotic	118	Afraid	single	high	dangerous mental state
286187	sapphic	118	Uncategorized	none	high	identity tag
2439	coffee	117	Uncategorized	none	medium	beverage
4551	swamp	117	Uncategorized	none	low	gloomy setting
4862	alien life-form	117	Interested,Surprised,Afraid	multi	medium	extraterrestrial being
18712	based on graphic novel	117	Uncategorized	none	high	source material tag
155861	workout	117	Uncategorized	none	low	physical exercise (low-conf Happy removed)
175629	alternative reality	117	Interested,Surprised	multi	medium	parallel dimension
188991	drunkenness	117	Sad	single	low	intoxication (low-conf Happy removed)
213773	science and technology	117	Interested	single	medium	innovation
233974	russia	117	Uncategorized	none	high	country tag
251493	big cats	117	Uncategorized	none	low	predator felines (low-conf Interested removed)
252606	russian invasion of ukraine (2022)	117	Sad,Afraid,Angry	multi	high	ongoing war
255834	rural life	117	Uncategorized	none	medium	setting
311916	band	117	Uncategorized	none	low	music group (low-conf Interested removed) (low-conf Happy removed)
325840	optimistic	117	Happy	single	high	direct positivity descriptor
276	philadelphia, pennsylvania	116	Uncategorized	none	high	setting
1583	mass murder	116	Disgusted,Afraid,Angry	multi	high	multiple killings
2346	worker	116	Uncategorized	none	medium	generic role
2878	scientific study	116	Interested	single	medium	research
2987	gang war	116	Afraid,Angry	multi	high	criminal violence
5719	cricket	116	Uncategorized	none	low	sport (low-conf Interested removed) (low-conf Happy removed)
6007	media	116	Uncategorized	none	low	communication industry (low-conf Interested removed)
7507	collage	116	Surprised	single	low	mixed-media art (low-conf Interested removed)
11168	private investigator	116	Interested	single	medium	detective work
12663	little girl	116	Uncategorized	none	medium	demographic tag
284176	animals & nature	116	Interested	single	medium	wildlife exploration
1420	gas station	115	Uncategorized	none	medium	setting
1463	culture clash	115	Interested,Angry	multi	medium	cultural friction
1627	patriotism	115	Uncategorized	none	low	national pride (low-conf Interested removed) (low-conf Happy removed)
4224	singapore	115	Uncategorized	none	high	country tag
5656	sydney, australia	115	Uncategorized	none	high	setting
10364	mission	115	Interested,Afraid	multi	medium	objective-driven operation
11254	loss of virginity	115	Happy	single	low	sexual milestone (low-conf Interested removed)
159947	parents	115	Uncategorized	none	medium	family role tag
163082	gentrification	115	Interested,Angry	multi	medium	urban displacement
217043	fragment	115	Uncategorized	none	low	incomplete narrative (low-conf Interested removed)
232904	v-cinema	115	Uncategorized	none	medium	film-industry/form tag aligns with curiosity
240242	birds	115	Uncategorized	none	medium	animals
251961	drug	115	Sad,Disgusted	multi	medium	substance
275311	plot twist	115	Surprised	single	high	unexpected narrative turn
308818	avant garde	115	Interested,Surprised	multi	medium	experimental art
325820	gentle	115	Uncategorized	none	medium	soft kindness descriptor
793	drowning	114	Sad,Afraid	multi	high	death by water
1477	world cup	114	Happy	single	medium	sports championship
1508	new mexico	114	Uncategorized	none	high	geographic tag
3581	witness	114	Interested	single	medium	observer of crime
4112	strike	114	Interested,Angry	multi	medium	labor protest
4978	immortality	114	Interested,Surprised	multi	medium	eternal life concept
5882	franco regime (francoism)	114	Sad,Afraid,Angry	multi	high	authoritarian rule
6511	alone	114	Sad,Afraid	multi	medium	solitary isolation
7879	secret love	114	Happy,Sad	multi	medium	hidden romance
7912	rugby	114	Uncategorized	none	low	sport (low-conf Interested removed) (low-conf Happy removed)
10191	mountain biking	114	Uncategorized	none	low	outdoor sport (low-conf Interested removed) (low-conf Happy removed)
10855	fate	114	Interested,Sad	multi	medium	destiny
14600	guitar player	114	Uncategorized	none	medium	musician
41185	heiress	114	Uncategorized	none	low	wealth figure (low-conf Interested removed)
173272	flood	114	Sad,Afraid	multi	high	natural disaster
175322	vegan	114	Uncategorized	none	medium	dietary choice
192094	firefighter	114	Uncategorized	none	medium	emergency responder
220201	musical theater	114	Happy	single	medium	stage entertainment
295	library	113	Uncategorized	none	medium	setting
1019	rodeo	113	Uncategorized	none	low	western competition (low-conf Interested removed) (low-conf Happy removed)
1400	swordplay	113	Interested	single	medium	combat action
1405	roman empire	113	Interested	single	medium	historical civilization
1599	midlife crisis	113	Interested,Sad	multi	medium	existential crisis
2173	illegal immigration	113	Uncategorized	none	high	unauthorized migration
2494	ohio	113	Uncategorized	none	high	geographic tag
2816	street art	113	Uncategorized	none	low	urban art (low-conf Interested removed)
3185	crocodile	113	Uncategorized	none	medium	predator
5159	tourist	113	Uncategorized	none	medium	traveler role
5801	nerd	113	Uncategorized	none	low	intellectual archetype (low-conf Interested removed) (low-conf Happy removed)
6016	biology	113	Uncategorized	none	low	science (low-conf Interested removed)
9864	prank	113	Happy,Surprised	multi	medium	trick humor
11534	sexual violence	113	Sad,Disgusted,Angry	multi	high	sexual assault
15156	cell phone	113	Uncategorized	none	medium	device
33600	stagecoach	113	Uncategorized	none	medium	historical transport
34221	gender roles	113	Interested,Angry	multi	medium	societal expectations
158987	post war	113	Sad	single	medium	aftermath of conflict
166323	horror filmmaking	113	Uncategorized	none	low	genre craft (low-conf Interested removed)
179428	censorship	113	Angry	single	medium	suppression of expression
189978	fan film	113	Uncategorized	none	high	production category
202647	humanity	113	Interested,Sad	multi	medium	human condition
241804	toxic relationship	113	Sad,Angry	multi	high	harmful partnership
247799	action comedy	113	Happy	single	medium	humor with action
249530	plane crash	113	Afraid	single	high	aviation disaster
255088	christmas special	113	Happy	single	high	holiday entertainment
282133	father and daughter	113	Happy,Sad	multi	low	paternal bond (low-conf Happy removed)
318182	arthouse	113	Uncategorized	none	medium	auteur cinema
314	life and death	112	Interested,Sad	multi	medium	existential themes
334	flying	112	Uncategorized	none	low	flight (low-conf Interested removed) (low-conf Happy removed)
531	southern usa	112	Uncategorized	none	medium	geographic tag
2095	anti hero	112	Interested	single	medium	morally ambiguous protagonist
2988	shark attack	112	Afraid	single	high	predator violence
3760	light	112	Uncategorized	none	medium	visual element
4849	exile	112	Sad	single	high	forced displacement
8627	stolen money	112	Interested	single	medium	theft
10590	oil	112	Uncategorized	none	medium	resource/industry
15136	female homosexuality	112	Uncategorized	none	high	identity tag
15182	partisan	112	Interested,Angry	multi	medium	resistance fighter
155554	semi-documentary	112	Uncategorized	none	low	documentary-fiction blend (low-conf Interested removed)
242128	motorsport	112	Uncategorized	none	low	racing (low-conf Interested removed) (low-conf Happy removed)
295809	secret	112	Interested	single	medium	hidden information
1525	puberty	111	Uncategorized	none	low	adolescent development (low-conf Interested removed)
3020	sheep	111	Uncategorized	none	medium	animal
4411	sexism	111	Disgusted,Angry	multi	high	gender-based discrimination
11532	grindhouse	111	Disgusted	single	medium	exploitation genre (film data: disgust primary)
160330	astronomy	111	Interested	single	medium	celestial study
166512	graveyard	111	Afraid	single	medium	death association
172391	catholic priest	111	Uncategorized	none	low	religious figure (low-conf Interested removed)
190116	school life	111	Uncategorized	none	medium	setting
193300	one-woman show	111	Uncategorized	none	low	solo performance (low-conf Interested removed) (low-conf Happy removed)
193749	folk	111	Uncategorized	none	low	traditional music (low-conf Interested removed) (low-conf Happy removed)
193760	australian outback	111	Uncategorized	none	medium	remote harsh environment
197349	children's story	111	Happy	single	medium	young audience content
229296	social	111	Uncategorized	none	medium	too generic
234213	sword and sorcery	111	Interested	single	medium	fantasy genre
234765	semi-biographical	111	Uncategorized	none	high	narrative type
252937	spaceship	111	Interested	single	medium	space vehicle
485	nepal	110	Uncategorized	none	high	country tag
1336	ransom	110	Afraid,Angry	multi	high	extortion for money
1817	orgy	110	Disgusted	single	medium	sexual content
1960	mine	110	Uncategorized	none	low	underground workplace (low-conf Interested removed)
1981	colorado	110	Uncategorized	none	high	geographic tag
4118	ballet dancer	110	Uncategorized	none	low	dancer (low-conf Interested removed) (low-conf Happy removed)
9276	truck	110	Uncategorized	none	medium	vehicle
10850	sexual harassment	110	Disgusted,Angry	multi	high	unwanted sexual conduct
11107	rescue mission	110	Interested,Afraid	multi	medium	saving others
15011	criminal underworld	110	Interested,Afraid	multi	medium	organized crime
41393	new england	110	Uncategorized	none	medium	geographic region
41586	archaeologist	110	Interested	single	medium	historical discoverer
156026	east germany	110	Interested,Sad	multi	medium	Cold War state
193547	teachers and students	110	Uncategorized	none	low	educational dynamic (low-conf Interested removed)
195405	indigenous community	110	Uncategorized	none	low	cultural group (low-conf Interested removed)
206515	usa politics	110	Interested,Angry	multi	medium	American political themes
211823	painter as artist	110	Uncategorized	none	low	creative biography (low-conf Interested removed)
301386	russo-ukrainian war	110	Sad,Afraid,Angry	multi	high	ongoing war
302127	famous song	110	Uncategorized	none	medium	music tag
305843	art film	110	Uncategorized	none	medium	auteur cinema
325839	ominous	110	Afraid	single	high	direct foreboding descriptor
718	confession	109	Interested,Sad	multi	medium	admitting truth
797	showdown	109	Interested	single	medium	climactic confrontation
2355	american dream	109	Interested,Sad	multi	medium	aspiration and disillusionment
3880	snuff	109	Disgusted,Afraid	multi	high	recorded murder
14529	improvisation	109	Surprised	single	low	spontaneous performance (low-conf Happy removed)
33480	environmental	109	Interested,Sad	multi	medium	ecological themes
155451	british noir	109	Interested,Afraid	multi	medium	dark British crime
189443	new wave	109	Uncategorized	none	medium	film movement
204026	naturist	109	Uncategorized	none	medium	lifestyle
247882	resilience	109	Happy	single	high	overcoming adversity
261264	dreary	109	Sad	single	high	direct gloom descriptor
340566	noir	109	Sad,Afraid	multi	medium	dark crime genre
340972	biographical drama	109	Interested,Sad	multi	medium	dramatized life story
2920	cheerleader	108	Uncategorized	none	low	sports performer (low-conf Happy removed)
3664	research	108	Interested	single	medium	investigation
9094	womanizer	108	Disgusted	single	medium	predatory seducer
9767	beautiful woman	108	Uncategorized	none	medium	appearance descriptor
10124	laboratory	108	Interested,Afraid	multi	medium	experimental setting
17985	birth	108	Happy	single	medium	new life
34136	blunt	108	Uncategorized	none	low	harsh directness
155493	campy	108	Happy	single	medium	exaggerated style
156388	environmentalism	108	Interested,Sad,Angry	multi	medium	ecological activism
160404	valentine's day	108	Happy	single	high	romantic celebration
162766	religious cult	108	Disgusted,Afraid	multi	high	manipulative religious group
223059	animal horror	108	Disgusted,Afraid	multi	high	creature terror
229006	tv pilot	108	Uncategorized	none	high	format tag
274920	jewish	108	Uncategorized	none	high	identity tag
285070	no dialogue	108	Sad	single	high	stylistic choice
383	poker	107	Interested	single	low	card game (low-conf Interested removed)
802	regret	107	Sad	single	high	remorse
1366	shotgun	107	Afraid	single	medium	weapon
1849	homicide	107	Afraid,Angry	multi	high	killing
3028	penguin	107	Uncategorized	none	low	cute animal (low-conf Happy removed)
4320	lover	107	Happy,Sad	multi	low	romantic figure (low-conf Happy removed)
4630	chaos	107	Afraid,Angry	multi	medium	disorder
162225	fatherhood	107	Happy,Sad	multi	medium	paternal experience
189359	rat	107	Uncategorized	none	low	vermin
